,Body,Label
reaches our borders. While the United States will constantly strive to 
enlist the support of the international community, we will not hesitate 
to act alone, if necessary, to exercise our right of self-defense by 
acting preemptively against such terrorists, to prevent them from doing 
harm against our people and our country; and*	denying further sponsorship, support, and sanctuary to terrorists 
by convincing or compelling states to accept their sovereign 
responsibilities.
We will also wage a war of ideas to win the battle against international 
terrorism. This includes:*	using the full influence of the United States, and working closely 
with allies and friends, to make clear that all acts of terrorism are 
illegitimate so that terrorism will be viewed in the same light as 
slavery, piracy, or genocide: behavior that no respectable government 
can condone or support and all must oppose;*	supporting moderate and modern government, especially in the Muslim 
world, to ensure that the conditions and ideologies that promote 
terrorism do not find fertile ground in any nation;*	diminishing the underlying conditions that spawn terrorism by 
enlisting the international community to focus its efforts and resources 
on areas most at risk; and*	using effective public diplomacy to promote the free flow of 
information and ideas to kindle the hopes and aspirations of freedom of 
those in societies ruled by the sponsors of global terrorism.
While we recognize that our best defense is a good offense we are also 
strengthening America's homeland security to protect against and deter 
attack.This Administration has proposed the largest government reorganization 
since the Truman Administration created the National Security Council 
and the Department of Defense. Centered on a new Department of Homeland 
Security and including a new unified military command and a fundamental 
reordering of the FBI, our comprehensive plan to secure the homeland 
encompasses every level of government and the cooperation of the public 
and the private sector.This strategy will turn adversity into opportunity. For example, 
emergency management systems will be better able to cope not just with 
terrorism but with all hazards. Our medical system will be strengthened 
to manage not just bioterror, but all infectious diseases and 
mass-casualty dangers. Our border controls will not just stop 
terrorists, but improve the efficient movement of legitimate traffic.While our focus is protecting America, we know that to defeat terrorism 
in today's globalized world we need support from our allies and friends. 
Wherever possible, the United States will rely on regional organizations 
and state powers to meet their obligations to fight terrorism. Where 
governments find the fight against terrorism beyond their capacities, we 
will match their willpower and their resources with whatever help we and 
our allies can provide.As we pursue the terrorists in Afghanistan, we will continue to work 
with international organizations such as the United Nations, as well as 
non-governmental organizations, and other countries to provide the 
humanitarian, political, economic, and security assistance necessary to 
rebuild Afghanistan so that it will never again abuse its people, 
threaten its neighbors, and provide a haven for terroristsIn the war against global terrorism, we will never forget that we are 
ultimately fighting for our democratic values and way of life. Freedom 
and fear are at war, and there will be no quick or easy end to this 
conflict. In leading the campaign against terrorism, we are forging new, 
productive international relationships and redefining existing ones in 
ways that meet the challenges of the twenty-first century.IV. Work with Others To Defuse Regional Conflicts
""We build a world of justice, or we will live in a world of coercion. 
The magnitude of our shared responsibilities makes our disagreements 
look so small.""President Bush
Berlin, Germany
May 23, 2002Concerned nations must remain actively engaged in critical regional 
disputes to avoid explosive escalation and minimize human suffering. In 
an increasingly interconnected world, regional crisis can strain our 
alliances, rekindle rivalries among the major powers, and create 
horrifying affronts to human dignity. When violence erupts and states 
falter, the United States will work with friends and partners to 
alleviate suffering and restore stability.No doctrine can anticipate every circumstance in which U.S. action -- 
direct or indirect -- is warranted. We have finite political, economic, 
and military resources to meet our global priorities. The United States 
will approach each case with these strategic principles in mind:*	The United States should invest time and resources into building 
international relationships and institutions that can help manage local 
crises when they emerge.*	The United States should be realistic about its ability to help 
those who are unwilling or unready to help themselves. Where and when 
people are ready to do their part, we will be willing to move decisively.
Policies in several key regions offer some illustrations of how we will 
apply these principles:The Israeli-Palestinian conflict is critical because of the toll of 
human suffering, because of America's close relationship with the state 
of Israel and key Arab states, and because of that region's importance 
to other global priorities of the United States. There can be no peace 
for either side without freedom for both sides. America stands committed 
to an independent and democratic Palestine, living beside Israel in 
peace and security. Like all other people, Palestinians deserve a 
government that serves their interests, and listens to their voices, and 
counts their votes. The United States will continue to encourage all 
parties to step up to their responsibilities as we seek a just and 
comprehensive settlement to the conflict.The United States, the international donor community, and the World Bank 
stand ready to work with a reformed Palestinian government on economic 
development, increased humanitarian assistance and a program to 
establish, finance, and monitor a truly independent judiciary. If 
Palestinians embrace democracy, and the rule of law, confront 
corruption, and firmly reject terror, they can count on American support 
for the creation of a Palestinian state.Israel also has a large stake in the success of a democratic Palestine. 
Permanent occupation threatens Israel's identity and democracy. So the 
United States continues to challenge Israeli leaders to take concrete 
steps to support the emergence of a viable, credible Palestinian state. 
As there is progress towards security, Israel forces need to withdraw 
fully to positions they held prior to September 28, 2000. And consistent 
with the recommendations of the Mitchell Committee, Israeli settlement 
activity in the occupied territories must stop. As violence subsides, 
freedom of movement should be restored, permitting innocent Palestinians 
to resume work and normal life. The United States can play a crucial 
role but, ultimately, lasting peace can only come when Israelis and 
Palestinians resolve the issues and end the conflict between them.In South Asia, the United States has also emphasized the need for India 
and Pakistan to resolve their disputes. This administration invested 
time and resources building strong bilateral relations with India and 
Pakistan. These strong relations then gave us leverage to play a 
constructive role when tensions in the region became acute. With 
Pakistan, our bilateral relations have been bolstered by Pakistan's 
choice to join the war against terror and move toward building a more 
open and tolerant society. The Administration sees India's potential to 
become one of the great democratic powers of the twenty-first century 
and has worked hard to transform our relationship accordingly. Our 
involvement in this regional dispute, building on earlier investments in 
bilateral relations, looks first to concrete steps by India and Pakistan 
that can help defuse military confrontation.Indonesia took courageous steps to create a working democracy and 
respect for the rule of law. By tolerating ethnic minorities, respecting 
the rule of law, and accepting open markets, Indonesia may be able to 
employ the engine of opportunity that has helped lift some of its 
neighbors out of poverty and desperation. It is the initiative by 
Indonesia that allows U.S. assistance to make a difference.In the Western Hemisphere we have formed flexible coalitions with 
countries that share our priorities, particularly Mexico, Brazil, 
Canada, Chile, and Colombia. Together we will promote a truly democratic 
hemisphere where our integration advances security, prosperity, 
opportunity, and hope. We will work with regional institutions, such as 
the Summit of the Americas process, the Organization of American States 
(OAS), and the Defense Ministerial of the Americas for the benefit of 
the entire hemisphere.Parts of Latin America confront regional conflict, especially arising 
from the violence of drug cartels and their accomplices. This conflict 
and unrestrained narcotics trafficking could imperil the health and 
security of the United States. Therefore we have developed an active 
strategy to help the Andean nations adjust their economies, enforce 
their laws, defeat terrorist organizations, and cut off the supply of 
drugs, while -- as important -- we work to reduce the demand for drugs 
in our own country.In Colombia, we recognize the link between terrorist and extremist 
groups that challenge the security of the state and drug trafficking 
activities that help finance the operations of such groups. We are 
working to help Colombia defend its democratic institutions and defeat 
illegal armed groups of both the left and right by extending effective 
sovereignty over the entire national territory and provide basic 
security to the Colombian people.In Africa, promise and opportunity sit side by side with disease, war, 
and desperate poverty. This threatens both a core value of the United 
States -- preserving human dignity -- and our strategic priority -- 
combating global terror. American interests and American principles, 
therefore, lead in the same direction: we will work with others for an 
African continent that lives in liberty, peace, and growing prosperity. 
Together with our European allies, we must help strengthen Africa's 
fragile states, help build indigenous capability to secure porous 
borders, and help build up the law enforcement and intelligence 
infrastructure to deny havens for terrorists.An ever more lethal environment exists in Africa as local civil wars 
spread beyond borders to create regional war zones. Forming coalitions 
of the willing and cooperative security arrangements are key to 
confronting these emerging transnational threats.Africa's great size and diversity requires a security strategy that 
focuses bilateral engagement, and builds coalitions of the willing. This 
administration will focus on three interlocking strategies for the 
region:*	countries with major impact on their neighborhood such as South 
Africa, Nigeria, Kenya, and Ethiopia are anchors for regional engagement 
and require focused attention;*	coordination with European allies and international institutions is 
essential for constructive conflict mediation and successful peace 
operations; and*	Africa's capable reforming states and sub-regional organizations 
must be strengthened as the primary means to address transnational 
threats on a sustained basis.
Ultimately the path of political and economic freedom presents the 
surest route to progress in sub-Saharan Africa, where most wars are 
conflicts over material resources and political access often tragically 
waged on the basis of ethnic and religious difference. The transition to 
the African Union with its stated commitment to good governance and a 
common responsibility for democratic political systems offers 
opportunities to strengthen democracy on the continent.V. Prevent Our Enemies from Threatening Us, Our Allies, and Our Friends 
with Weapons of Mass Destruction
""The gravest danger to freedom lies at the crossroads of radicalism and 
technology. When the spread of chemical and biological and nuclear 
weapons, along with ballistic missile technology -- when that occurs, 
even weak states and small groups could attain a catastrophic power to 
strike great nations. Our enemies have declared this very intention, and 
have been caught seeking these terrible weapons. They want the 
capability to blackmail us, or to harm us, or to harm our friends -- and 
we will oppose them with all our power.""President Bush
West Point, New York
June 1, 2002The nature of the Cold War threat required the United States -- with our 
allies and friends -- to emphasize deterrence of the enemy's use of 
force, producing a grim strategy of mutual assured destruction. With the 
collapse of the Soviet Union and the end of the Cold War, our security 
environment has undergone profound transformation.Having moved from confrontation to cooperation as the hallmark of our 
relationship with Russia, the dividends are evident: an end to the 
balance of terror that divided us; an historic reduction in the nuclear 
arsenals on both sides; and cooperation in areas such as 
counterterrorism and missile defense that until recently were 
inconceivable.But new deadly challenges have emerged from rogue states and terrorists. 
None of these contemporary threats rival the sheer destructive power 
that was arrayed against us by the Soviet Union. However, the nature and 
motivations of these new adversaries, their determination to obtain 
destructive powers hitherto available only to the world's strongest 
states, and the greater likelihood that they will use weapons of mass 
destruction against us, make today's security environment more complex 
and dangerous.In the 1990s we witnessed the emergence of a small number of rogue 
states that, while different in important ways, share a number of 
attributes. These states:*	brutalize their own people and squander their national resources 
for the personal gain of the rulers;*	display no regard for international law, threaten their neighbors, 
and callously violate international treaties to which they are party;*	are determined to acquire weapons of mass destruction, along with 
other advanced military technology, to be used as threats or offensively 
to achieve the aggressive designs of these regimes;*	sponsor terrorism around the globe; and*	reject basic human values and hate the United States and everything 
for which it stands.
At the time of the Gulf War, we acquired irrefutable proof that Iraq's 
designs were not limited to the chemical weapons it had used against 
Iran and its own people, but also extended to the acquisition of nuclear 
weapons and biological agents. In the past decade North Korea has become 
the world's principal purveyor of ballistic missiles, and has tested 
increasingly capable missiles while developing its own WMD arsenal. 
Other rogue regimes seek nuclear, biological, and chemical weapons as 
well. These states' pursuit of, and global trade in, such weapons has 
become a looming threat to all nations.We must be prepared to stop rogue states and their terrorist clients 
before they are able to threaten or use weapons of mass destruction 
against the United States and our allies and friends. Our response must 
take full advantage of strengthened alliances, the establishment of new 
partnerships with former adversaries, innovation in the use of military 
forces, modern technologies, including the development of an effective 
missile defense system, and increased emphasis on intelligence 
collection and analysis.Our comprehensive strategy to combat WMD includes:*	Proactive counterproliferation efforts. We must deter and defend 
against the threat before it is unleashed. We must ensure that key 
capabilities -- detection, active and passive defenses, and counterforce 
capabilities -- are integrated into our defense transformation and our 
homeland security systems. Counterproliferation must also be integrated 
into the doctrine, training, and equipping of our forces and those of 
our allies to ensure that we can prevail in any conflict with WMD-armed 
adversaries.*	Strengthened nonproliferation efforts to prevent rogue states and 
terrorists from acquiring the materials, technologies and expertise 
necessary for weapons of mass destruction. We will enhance diplomacy, 
arms control, multilateral export controls, and threat reduction 
assistance that impede states and terrorists seeking WMD, and when 
necessary, interdict enabling technologies and materials. We will 
continue to build coalitions to support these efforts, encouraging their 
increased political and financial support for nonproliferation and 
threat reduction programs. The recent G-8 agreement to commit up to $20 
billion to a global partnership against proliferation marks a major step 
forward.*	Effective consequence management to respond to the effects of WMD 
use, whether by terrorists or hostile states. Minimizing the effects of 
WMD use against our people will help deter those who possess such 
weapons and dissuade those who seek to acquire them by persuading 
enemies that they cannot attain their desired ends. The United States 
must also be prepared to respond to the effects of WMD use against our 
forces abroad, and to help friends and allies if they are attacked.
It has taken almost a decade for us to comprehend the true nature of 
this new threat. Given the goals of rogue states and terrorists, the 
United States can no longer solely rely on a reactive posture as we have 
in the past. The inability to deter a potential attacker, the immediacy 
of today's threats, and the magnitude of potential harm that could be 
caused by our adversaries' choice of weapons, do not permit that option. 
We cannot let our enemies strike first.*	In the Cold War, especially following the Cuban missile crisis, we 
faced a generally status quo, risk-averse adversary. Deterrence was an 
effective defense. But deterrence based only upon the threat of 
retaliation is far less likely to work against leaders of rogue states 
more willing to take risks, gambling with the lives of their people, and 
the wealth of their nations.*	In the Cold War, weapons of mass destruction were considered 
weapons of last resort whose use risked the destruction of those who 
used them. Today, our enemies see weapons of mass destruction as weapons 
of choice. For rogue states these weapons are tools of intimidation and 
military aggression against their neighbors. These weapons may also 
allow these states to attempt to blackmail the United States and our 
allies to prevent us from deterring or repelling the aggressive behavior 
of rogue states. Such states also see these weapons as their best means 
of overcoming the conventional superiority of the United States.*	Traditional concepts of deterrence will not work against a 
terrorist enemy whose avowed tactics are wanton destruction and the 
targeting of innocents; whose so-called soldiers seek martyrdom in death 
and whose most potent protection is statelessness. The overlap between 
states that sponsor terror and those that pursue WMD compels us to 
action.
For centuries, international law recognized that nations need not suffer 
an attack before they can lawfully take action to defend themselves 
against forces that present an imminent danger of attack. Legal scholars 
and international jurists often conditioned the legitimacy of preemption 
on the existence of an imminent threat -- most often a visible 
mobilization of armies, navies, and air forces preparing to attack.We must adapt the concept of imminent threat to the capabilities and 
objectives of today's adversaries. Rogue states and terrorists do not 
seek to attack us using conventional means. They know such attacks would 
fail. Instead, they rely on acts of terrorism and, potentially, the use 
of weapons of mass destruction -- weapons that can be easily concealed 
and delivered covertly and without warning.The targets of these attacks are our military forces and our civilian 
population, in direct violation of one of the principal norms of the law 
of warfare. As was demonstrated by the losses on September 11, 2001, 
mass civilian casualties is the specific objective of terrorists and 
these losses would be exponentially more severe if terrorists acquired 
and used weapons of mass destruction.The United States has long maintained the option of preemptive actions 
to counter a sufficient threat to our national security. The greater the 
threat, the greater is the risk of inaction -- and the more compelling 
the case for taking anticipatory action to defend ourselves, even if 
uncertainty remains as to the time and place of the enemy's attack. To 
forestall or prevent such hostile acts by our adversaries, the United 
States will, if necessary, act preemptively.The United States will not use force in all cases to preempt emerging 
threats, nor should nations use preemption as a pretext for aggression. 
Yet in an age where the enemies of civilization openly and actively seek 
the world's most destructive technologies, the United States cannot 
remain idle while dangers gather.We will always proceed deliberately, weighing the consequences of our 
actions. To support preemptive options, we will:*	build better, more integrated intelligence capabilities to provide 
timely, accurate information on threats, wherever they may emerge;*	coordinate closely with allies to form a common assessment of the 
most dangerous threats; and*	continue to transform our military forces to ensure our ability to 
conduct rapid and precise operations to achieve decisive results.
The purpose of our actions will always be to eliminate a specific threat 
to the United States or our allies and friends. The reasons for our 
actions will be clear, the force measured, and the cause just.VI. Ignite a New Era of Global Economic Growth through Free Markets and 
Free Trade.
""When nations close their markets and opportunity is hoarded by a 
privileged few, no amount -- no amount -- of development aid is ever 
enough. When nations respect their people, open markets, invest in 
better health and education, every dollar of aid, every dollar of trade 
revenue and domestic capital is used more effectively.""President Bush
Monterrey, Mexico
March 22, 2002A strong world economy enhances our national security by advancing 
prosperity and freedom in the rest of the world. Economic growth 
supported by free trade and free markets creates new jobs and higher 
incomes. It allows people to lift their lives out of poverty, spurs 
economic and legal reform, and the fight against corruption, and it 
reinforces the habits of liberty.We will promote economic growth and economic freedom beyond America's 
shores. All governments are responsible for creating their own economic 
policies and responding to their own economic challenge. We will use our 
economic engagement with other countries to underscore the benefits of 
policies that generate higher productivity and sustained economic 
growth, including:*	pro-growth legal and regulatory policies to encourage business 
investment, innovation, and entrepreneurial activity;*	tax policies -- particularly lower marginal tax rates -- that 
improve incentives for work and investment;*	rule of law and intolerance of corruption so that people are 
confident that they will be able to enjoy the fruits of their economic 
endeavors;*	strong financial systems that allow capital to be put to its most 
efficient use;*	sound fiscal policies to support business activity;*	investments in health and education that improve the well-being and 
skills of the labor force and population as a whole; and*	free trade that provides new avenues for growth and fosters the 
diffusion of technologies and ideas that increase productivity and 
opportunity.
The lessons of history are clear: market economies, not 
command-and-control economies with the heavy hand of government, are the 
best way to promote prosperity and reduce poverty. Policies that further 
strengthen market incentives and market institutions are relevant for 
all economies -- industrialized countries, emerging markets, and the 
developing world.A return to strong economic growth in Europe and Japan is vital to U.S. 
national security interests. We want our allies to have strong economies 
for their own sake, for the sake of the global economy, and for the sake 
of global security. European efforts to remove structural barriers in 
their economies are particularly important in this regard, as are 
Japan's efforts to end deflation and address the problems of 
non-performing loans in the Japanese banking system. We will continue to 
use our regular consultations with Japan and our European partners -- 
including through the Group of Seven (G-7) -- to discuss policies they 
are adopting to promote growth in their economies and support higher 
global economic growth.Improving stability in emerging markets is also key to global economic 
growth. International flows of investment capital are needed to expand 
the productive potential of these economies. These flows allow emerging 
markets and developing countries to make the investments that raise 
living standards and reduce poverty. Our long-term objective should be a 
world in which all countries have investment-grade credit ratings that 
allow them access to international capital markets and to invest in 
their future.We are committed to policies that will help emerging markets achieve 
access to larger capital flows at lower cost. To this end, we will 
continue to pursue reforms aimed at reducing uncertainty in financial 
markets. We will work actively with other countries, the International 
Monetary Fund (IMF), and the private sector to implement the G-7 Action 
Plan negotiated earlier this year for preventing financial crises and 
more effectively resolving them when they occur.The best way to deal with financial crises is to prevent them from 
occurring, and we have encouraged the IMF to improve its efforts doing 
so. We will continue to work with the IMF to streamline the policy 
conditions for its lending and to focus its lending strategy on 
achieving economic growth through sound fiscal and monetary policy, 
exchange rate policy, and financial sector policy.The concept of ""free trade"" arose as a moral principle even before it 
became a pillar of economics. If you can make something that others 
value, you should be able to sell it to them. If others make something 
that you value, you should be able to buy it. This is real freedom, the 
freedom for a person -- or a nation -- to make a living. To promote free 
trade, the Unites States has developed a comprehensive strategy:*	Seize the global initiative. The new global trade negotiations we 
helped launch at Doha in November 2001 will have an ambitious agenda, 
especially in agriculture, manufacturing, and services, targeted for 
completion in 2005. The United States has led the way in completing the 
accession of China and a democratic Taiwan to the World Trade 
Organization. We will assist Russia's preparations to join the WTO.*	Press regional initiatives. The United States and other democracies 
in the Western Hemisphere have agreed to create the Free Trade Area of 
the Americas, targeted for completion in 2005. This year the United 
States will advocate market-access negotiations with its partners, 
targeted on agriculture, industrial goods, services, investment, and 
government procurement. We will also offer more opportunity to the 
poorest continent, Africa, starting with full use of the preferences 
allowed in the African Growth and Opportunity Act, and leading to free 
trade.*	Move ahead with bilateral free trade agreements. Building on the 
free trade agreement with Jordan enacted in 2001, the Administration 
will work this year to complete free trade agreements with Chile and 
Singapore. Our aim is to achieve free trade agreements with a mix of 
developed and developing countries in all regions of the world. 
Initially, Central America, Southern Africa, Morocco, and Australia will 
be our principal focal points.*	Renew the executive-congressional partnership. Every 
administration's trade strategy depends on a productive partnership with 
Congress. After a gap of 8 years, the Administration reestablished 
majority support in the Congress for trade liberalization by passing 
Trade Promotion Authority and the other market opening measures for 
developing countries in the Trade Act of 2002. This Administration will 
work with Congress to enact new bilateral, regional, and global trade 
agreements that will be concluded under the recently passed Trade 
Promotion Authority.*	Promote the connection between trade and development. Trade 
policies can help developing countries strengthen property rights, 
competition, the rule of law, investment, the spread of knowledge, open 
societies, the efficient allocation of resources, and regional 
integration -- all leading to growth, opportunity, and confidence in 
developing countries. The United States is implementing The Africa 
Growth and Opportunity Act to provide market-access for nearly all goods 
produced in the 35 countries of sub-Saharan Africa. We will make more 
use of this act and its equivalent for the Caribbean Basin and continue 
to work with multilateral and regional institutions to help poorer 
countries take advantage of these opportunities. Beyond market access, 
the most important area where trade intersects with poverty is in public 
health. We will ensure that the WTO intellectual property rules are 
flexible enough to allow developing nations to gain access to critical 
medicines for extraordinary dangers like HIV/AIDS, tuberculosis, and 
malaria.*	Enforce trade agreements and laws against unfair practices. 
Commerce depends on the rule of law; international trade depends on 
enforceable agreements. Our top priorities are to resolve ongoing 
disputes with the European Union, Canada, and Mexico and to make a 
global effort to address new technology, science, and health regulations 
that needlessly impede farm exports and improved agriculture. Laws 
against unfair trade practices are often abused, but the international 
community must be able to address genuine concerns about government 
subsidies and dumping. International industrial espionage which 
undermines fair competition must be detected and deterred.*	Help domestic industries and workers adjust. There is a sound 
statutory framework for these transitional safeguards which we have used 
in the agricultural sector and which we are using this year to help the 
American steel industry. The benefits of free trade depend upon the 
enforcement of fair trading practices. These safeguards help ensure that 
the benefits of free trade do not come at the expense of American 
workers. Trade adjustment assistance will help workers adapt to the 
change and dynamism of open markets.*	Protect the environment and workers. The United States must foster 
economic growth in ways that will provide a better life along with 
widening prosperity. We will incorporate labor and environmental 
concerns into U.S. trade negotiations, creating a healthy ""network"" 
between multilateral environmental agreements with the WTO, and use the 
International Labor Organization, trade preference programs, and trade 
talks to improve working conditions in conjunction with freer trade.*	Enhance energy security. We will strengthen our own energy security 
and the shared prosperity of the global economy by working with our 
allies, trading partners, and energy producers to expand the sources and 
types of global energy supplied, especially in the Western Hemisphere, 
Africa, Central Asia, and the Caspian region. We will also continue to 
work with our partners to develop cleaner and more energy efficient 
technologies.
Economic growth should be accompanied by global efforts to stabilize 
greenhouse gas concentrations associated with this growth, containing 
them at a level that prevents dangerous human interference with the 
global climate. Our overall objective is to reduce America's greenhouse 
gas emissions relative to the size of our economy, cutting such 
emissions per unit of economic activity by 18 percent over the next 10 
years, by the year 2012. Our strategies for attaining this goal will be 
to:*	remain committed to the basic U.N. Framework Convention for 
international cooperation;*	obtain agreements with key industries to cut emissions of some of 
the most potent greenhouse gases and give transferable credits to 
companies that can show real cuts;*	develop improved standards for measuring and registering emission 
reductions;*	promote renewable energy production and clean coal technology, as 
well as nuclear power -- which produces no greenhouse gas emissions, 
while also improving fuel economy for U.S. cars and trucks;*	increase spending on research and new conservation technologies, to 
a total of $4.5 billion -- the largest sum being spent on climate change 
by any country in the world and a $700 million increase over last year's 
budget; and*	assist developing countries, especially the major greenhouse gas 
emitters such as China and India, so that they will have the tools and 
resources to join this effort and be able to grow along a cleaner and 
better path.
VII. Expand the Circle of Development by Opening Societies and Building 
the Infrastructure of Democracy
""In World War II we fought to make the world safer, then worked to 
rebuild it. As we wage war today to keep the world safe from terror, we 
must also work to make the world a better place for all its citizens.""President Bush
Washington, D.C. (Inter-American
Development Bank)
March 14, 2002A world where some live in comfort and plenty, while half of the human 
race lives on less than $2 a day, is neither just nor stable. Including 
all of the world's poor in an expanding circle of development -- and 
opportunity -- is a moral imperative and one of the top priorities of 
U.S. international policy.Decades of massive development assistance have failed to spur economic 
growth in the poorest countries. Worse, development aid has often served 
to prop up failed policies, relieving the pressure for reform and 
perpetuating misery. Results of aid are typically measured in dollars 
spent by donors, not in the rates of growth and poverty reduction 
achieved by recipients. These are the indicators of a failed strategy.Working with other nations, the United States is confronting this 
failure. We forged a new consensus at the U.N. Conference on Financing 
for Development in Monterrey that the objectives of assistance -- and 
the strategies to achieve those objectives -- must change.This Administration's goal is to help unleash the productive potential 
of individuals in all nations. Sustained growth and poverty reduction is 
impossible without the right national policies. Where governments have 
implemented real policy changes we will provide significant new levels 
of assistance. The United States and other developed countries should 
set an ambitious and specific target: to double the size of the world's 
poorest economies within a decade.The United States Government will pursue these major strategies to 
achieve this goal:*	Provide resources to aid countries that have met the challenge of 
national reform. We propose a 50 percent increase in the core 
development assistance given by the United States. While continuing our 
present programs, including humanitarian assistance based on need alone, 
these billions of new dollars will form a new Millennium Challenge 
Account for projects in countries whose governments rule justly, invest 
in their people, and encourage economic freedom. Governments must fight 
corruption, respect basic human rights, embrace the rule of law, invest 
in health care and education, follow responsible economic policies, and 
enable entrepreneurship. The Millennium Challenge Account will reward 
countries that have demonstrated real policy change and challenge those 
that have not to implement reforms.*	Improve the effectiveness of the World Bank and other development 
banks in raising living standards. The United States is committed to a 
comprehensive reform agenda for making the World Bank and the other 
multilateral development banks more effective in improving the lives of 
the world's poor. We have reversed the downward trend in U.S. 
contributions and proposed an 18 percent increase in the U.S. 
contributions to the International Development Association (IDA) -- the 
World Bank's fund for the poorest countries -- and the African 
Development Fund. The key to raising living standards and reducing 
poverty around the world is increasing productivity growth, especially 
in the poorest countries. We will continue to press the multilateral 
development banks to focus on activities that increase economic 
productivity, such as improvements in education, health, rule of law, 
and private sector development. Every project, every loan, every grant 
must be judged by how much it will increase productivity growth in 
developing countries.*	Insist upon measurable results to ensure that development 
assistance is actually making a difference in the lives of the world's 
poor. When it comes to economic development, what really matters is that 
more children are getting a better education, more people have access to 
health care and clean water, or more workers can find jobs to make a 
better future for their families. We have a moral obligation to measure 
the success of our development assistance by whether it is delivering 
results. For this reason, we will continue to demand that our own 
development assistance as well as assistance from the multilateral 
development banks has measurable goals and concrete benchmarks for 
achieving those goals. Thanks to U.S. leadership, the recent IDA 
replenishment agreement will establish a monitoring and evaluation 
system that measures recipient countries' progress. For the first time, 
donors can link a portion of their contributions to IDA to the 
achievement of actual development results, and part of the U.S. 
contribution is linked in this way. We will strive to make sure that the 
World Bank and other multilateral development banks build on this 
progress so that a focus on results is an integral part of everything 
that these institutions do.*	Increase the amount of development assistance that is provided in 
the form of grants instead of loans. Greater use of results-based grants 
is the best way to help poor countries make productive investments, 
particularly in the social sectors, without saddling them with 
ever-larger debt burdens. As a result of U.S. leadership, the recent IDA 
agreement provided for significant increases in grant funding for the 
poorest countries for education, HIV/AIDS, health, nutrition, water, 
sanitation, and other human needs. Our goal is to build on that progress 
by increasing the use of grants at the other multilateral development 
banks. We will also challenge universities, nonprofits, and the private 
sector to match government efforts by using grants to support 
development projects that show results.*	Open societies to commerce and investment. Trade and investment are 
the real engines of economic growth. Even if government aid increases, 
most money for development must come from trade, domestic capital, and 
foreign investment. An effective strategy must try to expand these flows 
as well. Free markets and free trade are key priorities of our national 
security strategy.*	Secure public health. The scale of the public health crisis in poor 
countries is enormous. In countries afflicted by epidemics and pandemics 
like HIV/AIDS, malaria, and tuberculosis, growth and development will be 
threatened until these scourges can be contained. Resources from the 
developed world are necessary but will be effective only with honest 
governance, which supports prevention programs and provides effective 
local infrastructure. The United States has strongly backed the new 
global fund for HIV/AIDS organized by U.N. Secretary General Kofi Annan 
and its focus on combining prevention with a broad strategy for 
treatment and care. The United States already contributes more than 
twice as much money to such efforts as the next largest donor. If the 
global fund demonstrates its promise, we will be ready to give even more.*	Emphasize education. Literacy and learning are the foundation of 
democracy and development. Only about 7 percent of World Bank resources 
are devoted to education. This proportion should grow. The United States 
will increase its own funding for education assistance by at least 20 
percent with an emphasis on improving basic education and teacher 
training in Africa. The United States can also bring information 
technology to these societies, many of whose education systems have been 
devastated by AIDS.*	Continue to aid agricultural development. New technologies, 
including biotechnology, have enormous potential to improve crop yields 
in developing countries while using fewer pesticides and less water. 
Using sound science, the United States should help bring these benefits 
to the 800 million people, including 300 million children, who still 
suffer from hunger and malnutrition.
VIII. Develop Agendas for Cooperative Action with the Other Main Centers 
of Global Power
""We have our best chance since the rise of the nation-state in the 17th 
century to build a world where the great powers compete in peace instead 
of prepare for war.""President Bush
West Point, New York
June 1, 2002America will implement its strategies by organizing coalitions -- as 
broad as practicable -- of states able and willing to promote a balance 
of power that favors freedom. Effective coalition leadership requires 
clear priorities, an appreciation of others' interests, and consistent 
consultations among partners with a spirit of humility.There is little of lasting consequence that the United States can 
accomplish in the world without the sustained cooperation of its allies 
and friends in Canada and Europe. Europe is also the seat of two of the 
strongest and most able international institutions in the world: the 
North Atlantic Treaty Organization (NATO), which has, since its 
inception, been the fulcrum of transatlantic and inter-European 
security, and the European Union (EU), our partner in opening world 
trade.The attacks of September 11 were also an attack on NATO, as NATO itself 
recognized when it invoked its Article V self-defense clause for the 
first time. NATO's core mission -- collective defense of the 
transatlantic alliance of democracies -- remains, but NATO must develop 
new structures and capabilities to carry out that mission under new 
circumstances. NATO must build a capability to field, at short notice, 
highly mobile, specially trained forces whenever they are needed to 
respond to a threat against any member of the alliance.The alliance must be able to act wherever our interests are threatened, 
creating coalitions under NATO's own mandate, as well as contributing to 
mission-based coalitions. To achieve this, we must:*	expand NATO's membership to those democratic nations willing and 
able to share the burden of defending and advancing our common interests;*	ensure that the military forces of NATO nations have appropriate 
combat contributions to make in coalition warfare;*	develop planning processes to enable those contributions to become 
effective multinational fighting forces;*	take advantage of the technological opportunities and economies of 
scale in our defense spending to transform NATO military forces so that 
they dominate potential aggressors and diminish our vulnerabilities;*	streamline and increase the flexibility of command structures to 
meet new operational demands and the associated requirements of 
training, integrating, and experimenting with new force configurations; 
and*	maintain the ability to work and fight together as allies even as 
we take the necessary steps to transform and modernize our forces.
If NATO succeeds in enacting these changes, the rewards will be a 
partnership as central to the security and interests of its member 
states as was the case during the Cold War. We will sustain a common 
perspective on the threats to our societies and improve our ability to 
take common action in defense of our nations and their interests. At the 
same time, we welcome our European allies' efforts to forge a greater 
